time,difficulty,estimated_leverage_ratio,addresses_count_active,addresses_count_sender,addresses_count_receiver,exchange_whale_ratio,coinbase_premium_gap,coinbase_premium_index,coinbase_premium_gap_usdt_adjusted,coinbase_premium_index_usdt_adjusted,taker_buy_volume,taker_sell_volume,taker_buy_ratio,taker_sell_ratio,taker_buy_sell_ratio,blockreward,blockreward_usd,fees_transaction_mean,fees_transaction_mean_usd,fees_transaction_median,fees_transaction_median_usd,miner_supply_ratio,addresses_count_inflow,addresses_count_outflow,exchange_supply_ratio,transactions_count_inflow,transactions_count_outflow,tokens_transferred_total,tokens_transferred_mean,tokens_transferred_median,transactions_count_inflow,transactions_count_outflow,long_liquidations,short_liquidations,long_liquidations_usd,short_liquidations_usd,open_price,high_price,low_price,close_price,volume,open_interest
2021-04-11 12:00:00,23137439666472.05,0.14309148,30474,15344,17940,0.8021944,-59.55,-0.09970791,-59.33320025,-0.09934455,148290897.3526,165040639.42387,0.47327153,0.52672847,0.89851141,20.93029401,1247657.86297071,0.00037264,22.20861763,0.00016113,9.5865383,0.09750885,53,32,0.09496617,41,20,48460.93980071,8.28250552,0.035356,1356,253,7.182,0.356,428184.45883,21299.36055,59815.0,59899.0,59570.5,59787.0,306.059,2037610180.30332
2021-04-11 13:00:00,23137439666472.05,0.14519747,65289,33397,38308,0.71406998,-49.21,-0.08292812,-76.79504807,-0.12947428,213175003.06699,274648020.91514,0.4369925,0.5630075,0.77617527,46.66482824,2774130.99372024,0.00018918,11.25329997,6.106e-05,3.6299159,0.09750822,116,54,0.09496853,99,28,94964.88885631,6.16334948,0.01114411,3000,350,67.677,0.028,4019670.59506,1662.23265,59787.0,59790.0,59333.0,59405.0,542.71,2059935664.70418
2021-04-11 14:00:00,23137439666472.05,0.14493238,50683,27663,26856,0.85701504,-60.57,-0.10167738,-10.22555086,-0.01715088,184160081.44832,173209760.66385,0.51532071,0.48467929,1.06322,39.89400972,2370576.69937448,0.00023971,14.24977034,8.515e-05,5.06900409,0.0975087,65,25,0.09497311,50,20,25351.34317446,2.53843428,0.01129702,1875,248,0.414,8.363,24560.76942,499148.97259,59405.0,59688.5,59355.0,59644.0,315.119,2063816341.9416904
2021-04-11 15:00:00,23137439666472.05,0.1447572,63970,29968,40422,0.80515612,-29.28,-0.04909007,12.64240802,0.02118103,146309830.86137,132620287.7383,0.52453938,0.47546062,1.1032236,40.84130674,2437118.82868833,0.0002416,14.41431889,0.00011525,6.87262559,0.09750782,105,33,0.09498099,81,42,92706.1837147,6.70326708,0.01470429,2735,389,0.0,7.155,0.0,427711.40436,59644.0,59815.0,59644.0,59748.0,255.834,2072717905.3867
2021-04-11 16:00:00,23137439666472.05,0.14503524,44503,23350,24350,0.96287737,-58.22,-0.09773474,-60.62779515,-0.10178086,152224753.08943,157175779.87238,0.491999,0.508001,0.96850007,27.55629631,1641590.49869272,0.00032798,19.54270341,0.00014505,8.64864051,0.09750889,127,28,0.09495528,55,20,79618.20187178,10.21531972,0.01823575,1470,260,4.133,0.002,246503.3044,119.26484,59748.0,59841.0,59610.0,59633.5,251.062,2069372288.95695
2021-04-11 17:00:00,23137439666472.05,0.14470875,40932,15579,28591,0.75025482,-49.37,-0.08246973,-44.63113489,-0.07454783,213842609.61414,199244660.14985,0.51766933,0.48233067,1.07326645,21.44371497,1278682.07054549,0.00035528,21.18285539,0.0001765,10.50386319,0.0975093,68,41,0.09495692,61,18,70897.70741612,9.35079233,0.02346116,1648,229,11.907,14.11,708751.8053,845572.922,59633.5,60007.0,59534.0,59948.0,481.513,2082650613.70955
2021-04-11 18:00:00,23137439666472.05,0.14404729,90961,48194,52476,0.89966327,-32.62,-0.05448927,6.1797038,0.01031604,112867546.59707,111639739.50277,0.50273445,0.49726555,1.01099794,67.11125933,4014479.41082602,0.00022521,13.4732213,9.28e-05,5.55224304,0.09751256,112,60,0.09497438,93,23,34860.91917899,1.702609,0.01183257,3445,526,0.1,0.0,5993.5,0.0,59948.0,60017.0,59861.0,59959.0,202.937,2065536022.1024897
2021-04-11 19:00:00,23137439666472.05,0.14462572,73989,41200,39191,0.76012353,-35.35,-0.05920725,-24.26029486,-0.0406257,269940163.52142,293033758.25262,0.47948964,0.52051036,0.92119135,52.61194838,3148413.65458386,0.00015915,9.52400153,4.326e-05,2.59140289,0.09751486,88,13,0.09496897,83,11,27241.61159977,1.65985935,0.00976179,2558,335,24.975,23.386,1492813.98422,1407462.57537,59959.0,60272.5,59646.0,59780.5,597.485,2061237852.5024903
2021-04-11 20:00:00,23137439666472.05,0.14384534,79912,46288,42254,0.78632195,-28.13,-0.04711277,5.4610112,0.00914108,114692027.03696,119742558.03511,0.48922827,0.51077173,0.95782175,59.92204408,3573714.2325453,0.00024924,14.86772955,0.00010402,6.20873209,0.09751715,78,250,0.0949757,63,18,79464.45871838,5.39363733,0.01251244,2560,405,7.495,0.151,446601.08845,9030.30283,59780.5,59870.5,59581.0,59766.0,186.259,2053502852.01352
2021-04-11 21:00:00,23137439666472.05,0.14400503,51167,29652,25451,0.91115286,-35.35,-0.05930141,-7.82773058,-0.01312535,77109026.14593,92920696.40887,0.45350322,0.54649678,0.82983694,33.13057437,1975021.1655554,0.00020499,12.21902937,0.00010633,6.33348939,0.09751861,46,29,0.09497819,37,19,62262.50837337,6.78684417,0.01173113,1553,291,1.446,0.004,86175.37142,238.52616,59766.0,59766.0,59600.0,59688.5,158.606,2044463314.77722
2021-04-11 22:00:00,23137439666472.05,0.14403351,62676,33314,35786,0.94712067,-34.62,-0.05760238,-25.31746197,-0.04211786,225885806.31306,209684283.01028,0.51859807,0.48140193,1.07726627,46.62678845,2789862.48999732,0.00023118,13.81782351,9.82e-05,5.84561191,0.09752228,76,15,0.09496651,60,13,53446.95264394,4.2949978,0.01157071,2109,426,8.982,11.984,534919.46705,719227.58645,59688.5,60159.0,59573.0,60152.5,524.024,2068247915.11159
2021-04-11 23:00:00,23137439666472.05,0.144185,46651,20176,30956,0.93946495,-17.17,-0.02861551,-10.30512198,-0.01717254,157323696.88334,170544336.41755,0.47983847,0.52016153,0.92247975,27.12199517,1626381.4294021,0.00023055,13.82353494,0.00010248,6.14377951,0.09752254,76,18,0.09496291,64,19,61584.6865496,6.6910785,0.01373341,1738,337,0.374,0.371,22401.72342,22302.8593,60152.5,60153.0,59900.0,60033.5,228.502,2067518200.40632
2021-04-12 00:00:00,23137439666472.05,0.14473337,31728,14344,19672,0.93297917,-27.97,-0.0467489,9.11998718,0.01523365,264661739.20879,270256956.14138,0.49477003,0.50522997,0.97929668,21.0985815,1261813.59570527,0.00045683,27.32353265,0.0001536,9.16261574,0.09752175,49,21,0.09500406,40,18,36597.52594692,7.11875626,0.0396359,1247,199,30.519,22.741,1827398.20328,1374256.07742,60033.5,60418.5,59655.0,59856.5,672.624,2065953448.4352
2021-04-12 01:00:00,23137439666472.05,0.14409502,68059,37325,37324,0.85284498,-22.76,-0.03801865,-1.79275631,-0.0029936,141307618.58235,158489120.88348,0.47134475,0.52865525,0.89159191,46.11090717,2761858.4003173,0.00019263,11.54114019,6.106e-05,3.65414062,0.09751659,149,50,0.09502217,93,19,34834.99819971,2.84228118,0.01123885,2172,658,0.695,2.964,41659.94993,178338.44416,59856.5,60142.0,59856.5,59890.0,299.082,2052083570.9109
2021-04-12 02:00:00,23137439666472.05,0.14359804,70292,44473,32217,0.81400565,-42.15,-0.07060982,-17.4407591,-0.02920472,119242960.35642,140915386.31566,0.45834763,0.54165237,0.84620256,52.83284383,3155324.95964398,0.00032151,19.20368681,0.00011145,6.65276089,0.09749889,236,114,0.09501354,116,33,36130.01016351,4.10055728,0.0142146,1675,468,7.068,0.0,422802.80223,0.0,59890.0,59938.5,59700.0,59772.5,210.298,2040219746.24296
2021-04-12 03:00:00,23137439666472.05,0.14359124,73867,48174,31907,0.82823218,-28.33,-0.04692809,-2.64783704,-0.00438422,269229768.85826,264910664.76294,0.50404304,0.49595696,1.016304,58.49623514,3515018.96479595,0.00021665,12.99637484,8.925e-05,5.35340181,0.09748506,327,227,0.09500646,122,50,68744.55881966,6.63045513,0.010906,1965,594,1.403,44.604,84007.86373,2687826.05991,59772.5,60448.0,59750.5,60321.0,428.109,2070377455.52088
2021-04-12 04:00:00,23137439666472.05,0.14463728,52286,32496,24963,0.82944702,-37.92,-0.06306699,-43.27366712,-0.0719774,322736553.83246,343103943.83995,0.4847055,0.5152945,0.94063784,39.52079987,2385354.8810558,0.00020589,12.43429559,6.53e-05,3.94447545,0.09748602,92,1094,0.09499281,77,56,64884.08915922,6.610707,0.01153883,1890,464,10.722,32.219,646302.47675,1953177.39977,60321.0,60623.0,60128.5,60146.0,586.118,2084979719.4735205
2021-04-12 05:00:00,23137439666472.05,0.14441888,39195,19481,23367,0.86056812,-36.93,-0.06133837,-28.6521382,-0.04758283,172698907.47035,146613050.40113,0.54084698,0.45915302,1.17792316,26.81108228,1611866.61706113,0.00021881,13.15441155,0.00010405,6.25274033,0.09748404,105,26,0.09501045,61,27,54073.52859097,6.53298642,0.01741517,1832,357,4.651,0.013,279733.63202,783.64132,60146.0,60278.0,60094.5,60196.0,181.729,2089975653.36944
2021-04-12 06:00:00,23137439666472.05,0.14489315,37312,17155,23108,0.84268067,-16.66,-0.02738931,-11.24764379,-0.01848966,339619782.62875,258500302.29371,0.56781204,0.43218796,1.31380807,29.38777469,1769907.71356838,0.0005991,36.08439132,0.00018178,10.95478545,0.09748638,114,69,0.09502295,51,35,41064.35505657,5.60682073,0.04930797,1425,1465,1.769,49.183,106504.88748,2989518.65194,60196.0,60843.0,60143.5,60772.0,585.143,2133060920.92
2021-04-12 07:00:00,23137439666472.05,0.14981473,41070,19958,25163,0.87408672,-43.86,-0.0722439,-41.11221969,-0.06771483,567750583.53287,590698230.3561,0.49009553,0.50990447,0.96115166,28.31024063,1726958.56156355,0.00034992,21.34490028,0.00015215,9.28734586,0.09748926,107,57,0.09505541,59,46,75703.34641232,8.00246791,0.03676955,1940,817,16.514,121.445,1006072.11252,7433086.95024,60772.0,61324.0,60700.0,60772.0,1109.258,2217744935.7000003
2021-04-12 08:00:00,23137439666472.05,0.14992449,88702,47091,50695,0.7341255,-47.04,-0.07750301,3.47900049,0.00572722,236900506.02265,245640905.59906,0.49094337,0.50905663,0.96441798,69.23709551,4199079.39626956,0.0003533,21.4270015,0.00010407,6.30629942,0.09748781,256,183,0.09503105,127,40,73211.79567713,3.83930965,0.019,3070,1897,18.774,0.256,1140692.30443,15581.42113,60772.0,60888.5,60637.5,60764.5,487.486,2219785403.9788
2021-04-12 09:00:00,23137439666472.05,0.14931076,93571,52432,51319,0.87977199,-4.0,-0.00666753,7.78127216,0.01296792,454027277.09939,601779146.57479,0.4300289,0.5699711,0.75447493,73.63578399,4451010.26073636,0.00023562,14.25345981,9.44e-05,5.7037316,0.09749105,122,95,0.09502454,96,44,136014.13765447,6.55932377,0.01482529,3318,866,323.956,7.671,19454820.60318999,465350.44954,60764.5,60900.0,59773.5,60100.0,1416.95,2171048025.6402
2021-04-12 10:00:00,23137439666472.05,0.14751216,31976,14684,19949,0.90679647,-16.94,-0.0283388,11.16880234,0.01867542,452173719.12177,536393047.19835,0.45740332,0.54259668,0.84298952,21.22719024,1270020.40129263,0.00034116,20.41682183,0.00016272,9.758286,0.09749161,56,37,0.09505438,36,24,51363.17118524,7.07384261,0.02358466,1315,213,127.748,3.484,7616332.20981,209899.49288,60100.0,60336.5,59528.5,59896.0,1272.602,2133482162.0328
2021-04-12 11:00:00,23137439666472.05,0.1473432,59120,30535,35231,0.91290677,-9.79,-0.01625126,-10.82374414,-0.01796756,253316653.16193,243098287.63592,0.51029216,0.48970784,1.04203389,41.95332779,2516636.8735046,0.00030937,18.55253766,0.00013978,8.37928937,0.09748324,83,30,0.09512887,69,22,70196.49646186,4.87644991,0.02018729,2509,669,0.153,13.823,9183.07544,832016.98199,59896.0,60348.0,59858.5,60348.0,398.918,2142760525.08862
2021-04-12 12:00:00,23137439666472.05,0.14688209,53381,25125,33872,0.89792093,2.87,0.00474994,10.65777096,0.01763666,249903919.99316,242931411.05113,0.50707387,0.49292613,1.02870155,34.91739274,2105459.5751824,0.00029607,17.85527845,0.00014784,8.92086962,0.09748272,83,63,0.095172,72,27,94506.84714374,7.62951862,0.02592001,2528,328,0.118,15.342,7119.89439,928835.29983,60348.0,60600.0,60255.0,60477.0,497.361,2138380950.9096296
2021-04-12 13:00:00,23137439666472.05,0.14637015,48277,19635,32761,0.81649758,4.75,0.00787667,14.79073088,0.02452258,192158406.13595,190098398.37823,0.50269453,0.49730547,1.01083653,28.29919491,1710287.14806473,0.00030585,18.48740095,0.00016863,10.18818851,0.09748405,74,21,0.09514666,67,22,74043.74307512,6.86416456,0.029682,2272,298,0.488,0.846,29470.51091,51300.52977,60477.0,60610.0,60391.0,60408.0,380.042,2126595420.13968
2021-04-12 14:00:00,23137439666472.05,0.14745993,70440,34103,43166,0.8321608,-23.23,-0.03878879,-12.49559601,-0.02086105,261449531.91373,289244949.48745,0.4747633,0.5252367,0.90390353,48.69384846,2926884.22879618,0.00030267,18.19304007,0.00013955,8.38458047,0.09748527,91,36,0.095137,77,41,120589.20881097,7.38271145,0.01912641,3277,388,41.553,0.385,2497058.80448,23236.24803,60408.0,60429.5,60000.0,60000.0,378.43,2122174476.63708
2021-04-12 15:00:00,23137439666472.05,0.14789304,43500,18577,28791,0.8900408,4.99,0.00831849,14.11039763,0.02351892,350576457.08907,376660222.49821,0.48206652,0.51793348,0.93074988,27.60650099,1652487.13753212,0.00026613,15.92345387,0.00013422,8.02666701,0.09748607,60,18,0.09511765,50,13,58250.5668629,5.94757677,0.01922237,1893,249,28.195,6.728,1686348.89007,404443.37942,60000.0,60176.0,59748.5,60077.0,670.969,2131415415.70951
2021-04-12 16:00:00,23137439666472.05,0.14806036,40778,11499,32624,0.90338038,-35.88,-0.05982742,-15.39279427,-0.02565765,235344893.78179,262269372.30807,0.47294644,0.52705356,0.89734036,21.81849623,1309274.15157095,0.00034335,20.60345044,0.00020114,12.07254929,0.0974856,117,32,0.09518895,79,26,111695.91819335,12.49814459,0.03739514,2190,252,14.251,2.641,853635.96451,158935.49444,60077.0,60161.5,59832.5,60019.5,363.116,2140724960.70642
2021-04-12 17:00:00,23137439666472.05,0.14835488,87272,37870,57905,0.90931616,-37.87,-0.06338139,-2.06756203,-0.00345832,133901167.63538,181555924.7749,0.42446713,0.57553287,0.73752023,56.30215377,3366737.11031829,0.00033892,20.26593783,0.00014785,8.8407064,0.09749678,94,59,0.09534008,89,23,108794.44512698,5.8507365,0.02233427,3948,395,5.717,0.058,342316.31658,3476.31482,60019.5,60021.0,59821.5,59821.5,176.909,2134105714.4944
2021-04-12 18:00:00,23137439666472.05,0.14767388,55767,30409,29191,0.92760959,-44.88,-0.07481378,-37.45216821,-0.06242405,114738726.63199,104680995.51907,0.52291893,0.47708107,1.09607982,35.26275911,2111558.10369395,0.00043485,26.03927163,0.0001825,10.92120871,0.09749835,57,28,0.09529926,51,12,76801.87880557,8.32270035,0.02702534,1980,228,3.747,1.016,223969.60331,60946.47493,59821.5,60047.5,59771.0,60047.5,147.808,2137706773.75857
2021-04-12 19:00:00,23137439666472.05,0.14772829,75212,36940,46199,0.88454737,-69.68,-0.1159586,-51.01832227,-0.08487624,138729168.08912,114403540.25947,0.54804916,0.45195084,1.21263003,49.25896075,2953328.09363634,0.00034183,20.49454472,0.0001536,9.20481569,0.09749868,66,40,0.09525241,59,17,102108.36943195,6.33583826,0.01661036,2994,372,0.0,9.301,0.0,560360.69385,60047.5,60274.5,59952.0,60135.0,194.854,2147578398.7245
2021-04-12 20:00:00,23137439666472.05,0.14838654,79925,42657,46705,0.76528711,-87.16,-0.14514591,-32.54099476,-0.05414062,117272526.50303,124469717.42072,0.48511392,0.51488608,0.94217717,55.99309434,3361147.84107234,0.00035337,21.21258336,0.000152,9.11594674,0.09749849,79,32,0.09527927,65,16,53183.79178014,3.13583678,0.01645402,3192,402,0.67,4.987,40225.38756,300694.03896,60135.0,60271.5,60012.0,60140.5,182.854,2152958466.3964
2021-04-12 21:00:00,23137439666472.05,0.14811123,72622,36389,45091,0.90959278,-7.57,-0.01261824,36.97685323,0.06159,150119233.75511,181922042.65108,0.45211016,0.54788984,0.82518441,48.55829798,2908950.7710723,0.0003203,19.18874438,0.00013786,8.26636569,0.09750091,73,24,0.09527349,59,12,52962.54057332,3.52801363,0.01512965,2853,595,11.543,0.041,691668.16853,2464.74292,60140.5,60140.5,59860.0,60072.5,199.719,2149799217.4833903
2021-04-12 22:00:00,23137439666472.05,0.14818278,56205,25825,34867,0.91577921,-5.79,-0.00964281,16.38452618,0.02727711,77890013.69824,88691928.68662,0.46757777,0.53242223,0.87820859,35.00410893,2096931.79720946,0.00039401,23.60408719,0.00015714,9.41279987,0.09750255,126,30,0.0952973,72,17,45031.68674536,4.72624756,0.02266217,2221,299,0.545,0.081,32684.86907,4862.25275,60072.5,60126.5,59930.0,60126.0,141.034,2147576135.5490003
2021-04-12 23:00:00,23137439666472.05,0.14851943,68632,30088,43577,0.90385248,-20.18,-0.03371199,-29.7228812,-0.04966191,90581595.69952,110427164.39805,0.45063507,0.54936493,0.82028363,41.43600648,2484646.57654075,0.00026896,16.12735149,0.00012776,7.65968457,0.09750456,69,31,0.09521448,58,21,35597.98956363,2.43255361,0.01317814,2863,524,0.02,0.646,1202.74728,38859.21515,60126.0,60165.0,59930.0,59930.0,192.169,2149861191.408
2021-04-13 00:00:00,23137439666472.05,0.14711162,54923,24420,34847,0.86926012,-23.58,-0.03900593,-1.74582023,-0.00288688,293874397.34676,248703879.19118,0.54162581,0.45837419,1.1816237,34.84322244,2097448.29026472,0.00035839,21.57399785,0.00014175,8.54302761,0.09750469,77,23,0.09521409,61,27,77474.29186096,7.72733811,0.0219358,2106,429,3.313,19.063,198469.32951,1151853.67951,59930.0,60477.0,59912.0,60476.5,502.782,2154476861.98591
2021-04-13 01:00:00,23137439666472.05,0.14675408,81365,44270,44235,0.92417234,-23.89,-0.0393957,-43.85912411,-0.07234952,203450287.41402,237805465.68724,0.46107113,0.53892887,0.85553243,53.75850167,3245696.24837541,0.00021526,12.99464186,9.266e-05,5.59039293,0.09750684,87,33,0.09524199,74,16,70691.95882388,4.04879489,0.01184527,2844,702,0.085,24.385,5125.5384,1480433.63641,60476.5,60757.0,60287.5,60644.0,571.943,2153460684.7776
2021-04-13 02:00:00,23137439666472.05,0.148702,74052,36005,44668,0.92668589,-39.01,-0.06413059,-16.05799795,-0.02638862,229851712.8023,239680878.7672,0.48953303,0.51046697,0.95899061,47.67767927,2896470.75124382,0.00029469,17.89794015,0.0001133,6.87853458,0.0974974,227,44,0.09522866,133,34,89437.70257606,6.7105119,0.01620499,2588,607,0.029,36.446,1762.23009,2221707.34684,60644.0,60900.0,60587.0,60819.5,364.907,2174288863.64
2021-04-13 03:00:00,23137439666472.05,0.1495417,60108,31391,34295,0.92805352,-143.43,-0.23710013,-110.54214185,-0.18263478,314505867.85804,354177063.98678,0.47033632,0.52966368,0.8879905,40.40264829,2452912.2587876,0.00025402,15.42036993,9.831e-05,5.96764624,0.0974911,261,155,0.09515473,82,41,79724.59561621,6.97686143,0.01125513,2165,428,15.418,49.103,934927.60073,3002001.48245,60819.5,61090.0,60505.0,60556.0,797.905,2171573953.4229
2021-04-13 04:00:00,23137439666472.05,0.14873022,103331,63584,47885,0.81179986,-14.18,-0.02340498,-9.49735443,-0.01567477,194195349.35705,196552502.67566,0.49698379,0.50301621,0.98800751,78.75062061,4764544.91196184,0.00019405,11.74210768,4.326e-05,2.61873158,0.09748355,185,314,0.09516647,105,58,70052.06378467,3.62438244,0.008,3005,626,13.477,1.039,814447.61071,63074.2978,60556.0,60687.0,60418.5,60629.0,313.96,2172619093.26915
2021-04-13 05:00:00,23137439666472.05,0.14881604,63776,34166,35501,0.76984978,-6.91,-0.01138972,6.35946681,0.01047999,153965392.06831,137968556.16785,0.52739804,0.47260196,1.11594552,46.35365366,2810736.66381453,0.00020033,12.14521435,0.00010417,6.3177048,0.0974771,206,120,0.09513725,91,35,43216.23528424,3.32509312,0.013924,2435,493,0.198,13.081,12031.18935,795726.41394,60629.0,60810.0,60555.0,60700.0,295.506,2187699651.86987
2021-04-13 06:00:00,23137439666472.05,0.15270683,13753,4455,10000,0.82538669,-12.76,-0.02101454,-5.31392357,-0.00875047,704066252.06809,679102160.6356,0.50902424,0.49097576,1.03676044,7.14209223,437645.91705712,0.00031181,19.1068602,0.0001582,9.69401988,0.0974781,32,27,0.09513811,22,15,34205.55248976,11.95580304,0.04004438,760,145,42.686,104.854,2599113.10667,6431084.70741,60700.0,61427.5,60523.5,60747.0,1369.632,2263128329.4972
2021-04-13 07:00:00,23137439666472.05,0.1520624,66756,29900,42817,0.7853834,-7.72,-0.01264517,5.50242341,0.00901088,345711117.66024,338316931.42859,0.50540489,0.49459511,1.0218558,41.78656861,2542151.14279702,0.00032662,19.87215336,0.00014555,8.84718244,0.09747653,173,36,0.09512199,105,37,83717.81351674,6.3789861,0.02127006,2683,569,4.852,11.965,294676.38467,730609.43497,60747.0,61180.0,60625.0,61033.0,664.963,2256266095.9835
2021-04-13 08:00:00,23137439666472.05,0.15647475,70859,35825,43576,0.85979643,-72.17,-0.11508254,-31.6357884,-0.05041394,1702011818.83884,1518828240.76235,0.52843724,0.47156276,1.12060849,48.66686741,3038393.67680337,0.00029286,18.27102792,0.00014484,9.03332708,0.09749596,143,71,0.09504703,125,42,93437.84815935,5.5654207,0.02097217,3264,621,45.579,773.271,2847710.15277,48267116.69778999,61033.0,62898.0,61032.5,62721.5,3287.652,2456676537.765
2021-04-13 09:00:00,23137439666472.05,0.15810217,50702,26104,29465,0.77961983,-53.96,-0.08575392,25.87827571,0.0410739,723928208.97288,646120725.39758,0.52839588,0.47160412,1.12042252,35.01793125,2193174.7486802,0.00036728,23.00520751,0.00015582,9.73925501,0.09749922,92,43,0.09503216,83,37,98190.37616843,9.57114496,0.03192423,2009,343,22.212,329.914,1394976.25295,20859394.33062,62721.5,63378.0,62348.0,62990.5,1245.485,2515717061.9762
2021-04-13 10:00:00,23137439666472.05,0.15801303,86255,45666,51005,0.82833784,13.83,0.0220414,53.85100053,0.08576966,382575327.80746,374474647.47143,0.50535016,0.49464984,1.02163212,61.98722596,3881457.00624001,0.00028331,17.74409349,0.000132,8.26239887,0.09749896,169,82,0.09503927,117,44,94135.95319677,4.64845949,0.01719385,3639,524,37.895,1.214,2378054.3581,76345.02716,62990.5,63150.0,62564.5,62855.0,818.932,2518514518.81992
2021-04-13 11:00:00,23137439666472.05,0.15824778,24759,8611,18295,0.90788428,13.25,0.02105106,42.93921103,0.06818788,329874077.6626,319962890.71994,0.5076259,0.4923741,1.03097605,14.39983771,906348.01989706,0.00030559,19.23521392,0.00017854,11.24568435,0.09749712,59,31,0.09504623,46,29,80568.0289877,12.95930979,0.025366,1332,199,2.677,49.227,168294.6045,3101472.66044,62855.0,63138.5,62622.0,63017.0,482.438,2536538116.12731
2021-04-13 12:00:00,23137439666472.05,0.15691557,22556,8976,15477,0.88174024,82.31,0.13070629,118.30236104,0.18775392,301694630.22917,339237543.97703,0.47071226,0.52928774,0.88933149,14.17954471,893848.56645079,0.000322,20.29822333,0.00016425,10.35957476,0.09749781,33,7,0.0950498,27,14,60269.59741681,11.55475411,0.03293474,1098,176,1.935,22.704,121915.84919,1436662.40895,63017.0,63267.0,62863.5,63028.0,912.84,2518977585.675
2021-04-13 13:00:00,23137439666472.05,0.15666563,81937,31960,58660,0.87862867,19.19,0.03056348,17.86707054,0.02845708,256889420.33181,275214999.23088,0.48278009,0.51721991,0.93341359,49.66482966,3113153.65432665,0.00033411,20.94426913,0.00016724,10.48585922,0.09750017,146,59,0.09503818,120,63,137938.65623157,7.79182377,0.02554089,3959,471,25.226,1.525,1582353.44189,95916.32424,63028.0,63050.0,62605.0,62855.0,460.65,2501153845.48236
2021-04-13 14:00:00,23137439666472.05,0.15673911,53727,25488,32737,0.89195788,60.82,0.09666091,87.69670088,0.13931637,201112198.36235,187258904.69964,0.51783512,0.48216488,1.07397936,35.5222112,2231846.35217088,0.00039012,24.51344094,0.00017055,10.71829407,0.09749875,75,38,0.09495868,63,29,67421.01732095,6.15660828,0.0315,2319,307,0.748,4.984,46916.06215,314170.41473,62855.0,63059.5,62700.0,62973.0,363.038,2508211724.35106
2021-04-13 15:00:00,23137439666472.05,0.15670782,73559,33995,44719,0.8958885,68.18,0.10765519,66.13691516,0.10443256,541838243.83842,500286198.3771599,0.51993622,0.48006378,1.08305655,50.40231221,3179656.18071954,0.00052273,32.98376248,0.00018758,11.8683151,0.09749988,76,37,0.09494679,65,25,71297.50568187,5.60250713,0.02829332,2865,319,5.628,212.629,355235.205,13527658.53257,62973.0,63739.5,62826.5,63388.0,1224.235,2537899967.62926
2021-04-13 16:00:00,23137439666472.05,0.15594812,65598,29621,41176,0.917076,-0.79,-0.00125097,4.19386035,0.0066405,414973388.4143,465937219.68388,0.47107321,0.52892679,0.89062082,42.95137086,2721400.45637005,0.00042532,26.94383832,0.00018091,11.50800937,0.09750121,124,49,0.09496203,83,24,80125.51614779,6.25150317,0.02509033,2806,290,31.86,42.07,2014205.24433,2679299.82802,63388.0,63761.5,63080.0,63208.0,690.956,2480573586.63429
2021-04-13 17:00:00,23137439666472.05,0.15591569,53135,17847,40181,0.83778018,40.86,0.06451628,42.38758834,0.06692667,157585812.73654,147781426.22718,0.51605344,0.48394656,1.06634383,29.0290851,1835058.78811757,0.00035436,22.40086889,0.0001906,12.05448659,0.09750299,83,44,0.09497806,68,20,89891.89829643,7.90605966,0.02465589,2593,275,0.008,6.445,506.63787,408238.11765,63208.0,63379.5,63108.5,63379.5,216.24,2487261029.03217
2021-04-13 18:00:00,23137439666472.05,0.15777822,65941,23009,49548,0.86444068,-12.56,-0.02005052,-14.56954798,-0.02325927,327775054.72797,408737384.12195,0.44503669,0.55496331,0.80192091,36.22106378,2288544.99998557,0.00033432,21.1298788,0.00018881,11.91719487,0.0975047,83,22,0.09503688,77,16,109449.14895351,7.36089508,0.02306251,3186,286,107.63,19.569,6772677.02242,1243545.14765,63379.5,63617.5,62737.5,62762.0,700.483,2484976611.7056303
2021-04-13 19:00:00,23137439666472.05,0.15500522,71661,36421,41054,0.88775577,48.77,0.07741636,43.14184623,0.06848848,268457958.31877,255916028.07102,0.51195896,0.48804104,1.04900799,49.74074835,3123747.35977492,0.0003904,24.51778115,0.00017854,11.18370509,0.0975063,70,40,0.0950329,63,15,58349.98509781,3.80254057,0.01897859,2696,294,20.302,5.311,1272762.03439,334870.41526,62762.0,63114.0,62647.0,63080.0,345.661,2453362824.59892
2021-04-13 20:00:00,23137439666472.05,0.1549407,55677,17950,42629,0.90788066,31.48,0.04983558,39.2679482,0.06215692,176223595.40657,178624277.72834,0.49661731,0.50338269,0.98656016,29.1205456,1835825.68375028,0.00037949,23.92548521,0.00020437,12.8878435,0.09750755,69,27,0.09493504,68,12,118158.65202838,10.88217462,0.02805221,2386,266,1.652,7.832,104091.68607,495178.35832,63080.0,63282.5,62974.0,63244.5,236.091,2450974487.8968897
2021-04-13 21:00:00,23137439666472.05,0.15471022,58611,24197,39741,0.85205665,-10.52,-0.01666139,2.87893728,0.00455864,132502085.25486,146742042.04005,0.47450267,0.52549733,0.90295926,36.04618807,2274642.64837555,0.00036448,23.00003623,0.00019068,12.01644071,0.09750952,70,13,0.09492485,70,9,56555.2615042,4.29783886,0.01903104,2603,295,4.213,5.828,265325.38099,369349.61343,63244.5,63371.0,62947.5,63189.5,234.096,2439098908.19959
